rank,tier,priority_score,owner,article_id,title,url,status,rewritten_ai_live,gsc_clicks,gsc_impr,ga4_sessions,m_perf,m_lcp,m_cls,m_tbt,m_fcp,d_perf,d_lcp,ttfb,field_lcp,field_cat,word_count,body_len,dom_est,image_count,external_image_count,broken_image_count,hero_url,hero_bytes,hero_w,hero_h,hero_aspect,inline_total_bytes,imgs_missing_dim,imgs_missing_lazy,imgs_over_300k,imgs_over_700k,iframe_count,script_count,table_count,legacy,primary_issue,secondary_issue,issues,m_opp
77,P2,205.4,CONTENT,1002756119,Top GPU hợp lý cho game thủ ngân sách tầm trung (dưới 8 triệu) năm 2025,https://sintech.vn/blogs/huong-dan/top-gpu-hop-ly-cho-game-thu-ngan-sach-tam-trung-duoi-8-trieu-nam-202,draft_ready,False,0,6,0,38,13519,0.6305,308,3361,76,2301,,1678,AVERAGE,4199,52160,957,5,0,0,https://cdn.hstatic.net/200000860097/file/1_cce206a5fb3f488bab3b82107b4928ec_grande.png,295438,,,,1208645,5,4,1,0,0,0,1,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
78,P2,204.0,IMAGE,1003006977,Lịch phát hành phim chiếu rạp tháng 6/2026 đáng chú ý,https://sintech.vn/blogs/news/lich-phat-phim-chieu-rap-thang-6-2026-dang-chu-y,review_required,False,0,0,0,32,12222,1.0529,451,3362,76,2331,,1678,AVERAGE,6943,88780,559,20,0,0,https://cdn.hstatic.net/files/200000860097/file/image__1__b0229f8219c24d1fb03bf0dfda189efc_grande.png,337102,,,,3329480,20,19,4,0,0,0,7,True,HERO_IMAGE_TOO_HEAVY,INLINE_IMAGES_TOO_HEAVY,HERO_IMAGE_TOO_HEAVY|INLINE_IMAGES_TOO_HEAVY|BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
79,P2,201.5,IMAGE,1002543255,"Sửa Máy Tính Quận 4 Uy Tín, Chất Lượng, Minh Bạch",https://sintech.vn/blogs/news/sua-may-tinh-quan-4-uy-tin-chat-luong-minh-bach,draft_ready,False,0,0,0,44,13491,0.4188,236,3358,67,2633,,1678,AVERAGE,4850,10703,240,6,5,2,https://www.crucial.com/content/dam/crucial/articles/for-pc-builders/why-is-my-computer-loud/dusty-computer-fan.jpg.transform/small-jpg/img.jpg,0,,,,804275,6,5,1,0,0,0,1,True,IMAGES_BROKEN,BODY_HTML_LEGACY,IMAGES_BROKEN|BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
80,P2,197.8,IMAGE,1002401886,"Cấu hình chơi Genshin Impact Trên PC, Laptop",https://sintech.vn/blogs/news/cau-hinh-choi-genshin-impact-tren-pc-laptop,draft_ready,False,0,3,0,46,9891,0.3374,250,3372,77,2745,,1678,AVERAGE,4648,8533,91,9,9,0,https://cdn2.fptshop.com.vn/unsafe/Uploads/images/tin-tuc/178916/Originals/cau-hinh-choi-Genshin-Impact-02.jpg,444818,960,540,1.78,3210874,0,8,6,0,0,0,0,False,HERO_IMAGE_TOO_HEAVY,INLINE_IMAGES_TOO_HEAVY,HERO_IMAGE_TOO_HEAVY|INLINE_IMAGES_TOO_HEAVY|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
81,P2,193.7,IMAGE,1002430608,Màn hình di động là gì? 10 tiêu chí lưu ý khi chọn mua màn di động,https://sintech.vn/blogs/news/man-hinh-di-dong-la-gi-10-tieu-chi-luu-y-khi-chon-mua-man-di-dong,draft_ready,False,0,0,0,38,14251,0.6681,299,3368,78,2626,,1678,AVERAGE,5192,8898,50,5,0,0,https://file.hstatic.net/200000860097/file/screenshot_2024-09-30_094103_2f85ba36b79b4522a9617f555dc4d6b2_grande.png,294443,,,,1503397,5,4,2,0,0,0,0,False,INLINE_IMAGES_TOO_HEAVY,IMAGES_MISSING_DIMENSIONS,INLINE_IMAGES_TOO_HEAVY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
82,P3,192.3,THEME_CODE,1002411479,Tốc độ thẻ nhớ là gì? Cách kiểm tra đơn giản và chính xác nhất,https://sintech.vn/blogs/news/toc-do-the-nho-la-gi-cach-kiem-tra-don-gian-va-chinh-xac-nhat,applied,True,0,25,0,38,11544,0.7549,291,3370,61,2385,,1678,AVERAGE,4797,6647,48,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
83,P2,192.1,IMAGE,1002745138,Sinh viên TP.HCM chọn laptop văn phòng 10–15 triệu: Nên ưu tiên gì?,https://sintech.vn/blogs/huong-dan/sinh-vien-tp-hcm-chon-laptop-van-phong-10-15-trieu-nen-uu-tien-gi,draft_ready,False,0,5,0,47,14090,0.3911,109,3913,76,2642,,1678,AVERAGE,4034,37807,693,1,0,0,https://file.hstatic.net/200000860097/file/chon_e6b130de8b27476c91022374667ac0c3_grande.png,335622,,,,335622,1,0,1,0,0,0,2,True,HERO_IMAGE_TOO_HEAVY,BODY_HTML_LEGACY,HERO_IMAGE_TOO_HEAVY|BODY_HTML_LEGACY|CLS_LAYOUT_RISK,
84,P2,191.0,CONTENT,1002398123,ASUS TUF A14 2024: Bước ngoặt vượt trội của laptop gaming hiệu năng AI,https://sintech.vn/blogs/news/asus-tuf-a14-2024-buoc-ngoat-vuot-troi-cua-laptop-gaming-hieu-nang-ai,draft_ready,False,0,7,0,41,9969,0.4645,307,3361,77,2730,,1678,AVERAGE,4378,8255,148,8,0,0,https://file.hstatic.net/200000860097/file/4016_e69e52da0cc8f75da1e0489fefb68797_1e378926be3243708a347f148f777983_grande.jpg,30562,,,,1099012,8,7,2,0,0,0,1,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
85,P2,190.8,IMAGE,1002413806,Hisense nâng tầm trải nghiệm chơi game với màn hình cỡ lớn tại IFA 2024,https://sintech.vn/blogs/news/hisense-nang-tam-trai-nghiem-choi-game-voi-man-hinh-co-lon-tai-ifa-202,draft_ready,False,0,0,0,54,13946,0.2144,207,3365,67,2847,,1678,AVERAGE,4323,7694,50,5,5,0,https://channel.mediacdn.vn/428462621602512896/2024/9/11/photo-1-1726046422273331838733.png,328113,541,361,1.5,1820263,0,4,5,0,0,0,0,True,HERO_IMAGE_TOO_HEAVY,INLINE_IMAGES_TOO_HEAVY,HERO_IMAGE_TOO_HEAVY|INLINE_IMAGES_TOO_HEAVY|BODY_HTML_LEGACY|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
86,P3,189.8,THEME_CODE,1002414308,"Hướng dẫn 4 cách phóng to, thu nhỏ màn hình máy tính",https://sintech.vn/blogs/news/huong-dan-4-cach-phong-to-thu-nho-man-hinh-may-tinh,applied,True,0,27,0,42,11315,0.5808,219,3361,84,2356,,1678,AVERAGE,4397,5545,78,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
87,P2,189.7,IMAGE,1002399806,"Cấu hình chơi GTA 5 - Grand Theft Auto V trên PC, Laptop",https://sintech.vn/blogs/news/cau-hinh-choi-gta-5-grand-theft-auto-v-tren-pc-laptop,draft_ready,False,0,7,0,46,9759,0.2787,332,3371,81,2682,,1678,AVERAGE,4387,6063,64,6,6,0,https://cdn2.fptshop.com.vn/unsafe/Uploads/images/tin-tuc/178680/Originals/cau-hinh-gta-5-7.jpg,520382,1200,675,1.78,2328214,0,5,3,0,0,0,0,False,HERO_IMAGE_TOO_HEAVY,INLINE_IMAGES_TOO_HEAVY,HERO_IMAGE_TOO_HEAVY|INLINE_IMAGES_TOO_HEAVY|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
88,P2,187.8,IMAGE,1002771957,PC cho Designer/Freelance – Đa nhiệm thiết kế & gaming giải trí trong tầm giá 25 – 30 triệu,https://sintech.vn/blogs/huong-dan/pc-cho-designer-freelance-hcm-da-nhiem-thiet-ke-gaming-giai-tri-tr,draft_ready,False,0,2,0,40,12229,0.6052,267,3381,66,2747,,1678,AVERAGE,4478,42283,698,2,0,0,https://cdn.hstatic.net/200000860097/file/pc_designer_25_-_30_trieu_66ff754e3c7240dc88cc4bcc4fe9ddff_grande.png,316738,,,,652054,2,1,2,0,0,0,1,True,HERO_IMAGE_TOO_HEAVY,BODY_HTML_LEGACY,HERO_IMAGE_TOO_HEAVY|BODY_HTML_LEGACY|CLS_LAYOUT_RISK,
89,P2,186.8,CONTENT,1002416993,Các phím tắt Excel hữu ích cho người bận rộn: nâng cao năng suất công việc với các phím tắt tiện lợi,https://sintech.vn/blogs/news/cac-phim-tat-excel-huu-ich-cho-nguoi-ban-ron-nang-cao-nang-suat-cong,applied,True,0,0,0,28,12915,0.4915,683,3441,72,2400,,1678,AVERAGE,4584,11024,171,0,0,0,,0,,,,0,0,0,0,0,0,0,4,True,BODY_HTML_LEGACY,CLS_LAYOUT_RISK,BODY_HTML_LEGACY|CLS_LAYOUT_RISK,
90,P3,186.3,THEME_CODE,1002431111,Ổ cứng mạng NAS là gì? Giải pháp lưu trữ dữ liệu không giới hạn cho doanh nghiệp,https://sintech.vn/blogs/news/o-cung-mang-nas-la-gi-giai-phap-luu-tru-du-lieu-khong-gioi-han-cho-do,applied,True,0,20,0,32,11260,0.6302,484,3373,80,2302,,1678,AVERAGE,4793,6634,49,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
91,P2,185.7,IMAGE,1002815115,Quy Trình Sửa Chữa Máy Tính PC Sintech,https://sintech.vn/blogs/huong-dan/quy-trinh-sua-chua-may-tinh-pc-sintech,draft_ready,False,0,0,0,37,9969,0.4466,341,3374,91,1069,,1678,AVERAGE,3356,148,3,1,0,0,https://cdn.hstatic.net/200000860097/file/quy_trinh_8cb69b95f50145e98734e9ad408e7219_master.png,1179483,,,,1179483,1,0,1,1,0,0,0,False,HERO_IMAGE_TOO_HEAVY,CLS_LAYOUT_RISK,HERO_IMAGE_TOO_HEAVY|CLS_LAYOUT_RISK,
92,P2,183.9,IMAGE,1002693503,"IPhone Gập: Apple Đã Sẵn Sàng “Gấp Gọn” Thế Giới Của Bạn, Nhưng iPad Gập Thì Vẫn... Ngủ Đông",https://sintech.vn/blogs/news/iphone-gap-apple-da-san-sang-gap-gon-the-gioi-cua-ban-nhung-ipad-g,draft_ready,False,0,0,0,51,13117,0.219,250,3359,81,2689,,1678,AVERAGE,3882,3101,47,2,1,0,https://file.hstatic.net/200000860097/file/bdkemdtr2fqmfpafmedstj-1200-80_dbbac26d330e4b16b7f33064c92487d6_grande.jpg,11141,,,,2685302,2,1,1,1,0,0,0,False,INLINE_IMAGES_TOO_HEAVY,CLS_LAYOUT_RISK,INLINE_IMAGES_TOO_HEAVY|CLS_LAYOUT_RISK,
93,P2,183.3,CONTENT,1002601922,Intel Core Ultra 200HX NPU Tăng Hiệu Suất Chơi Game và Sử Dụng AI Hỗ Trợ Để Chiến Boss Dễ Dàng,https://sintech.vn/blogs/news/intel-core-ultra-200hx-npu-tang-hieu-suat-choi-game-va-su-dung-ai-ho-t,draft_ready,False,0,3,0,56,17263,0.1744,230,3360,83,1513,,1678,AVERAGE,3989,3686,27,4,4,0,https://cdn.wccftech.com/wp-content/uploads/2025/02/Intel-Core-Ultra-200HX.png,0,,,,222861,4,3,0,0,0,0,0,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
94,P2,183.2,IMAGE,1002399780,"Cấu hình chơi Dota 2 trên PC, Laptop",https://sintech.vn/blogs/news/cau-hinh-may-tinh-choi-game-dota-2,draft_ready,False,0,0,0,48,9728,0.3984,101,3354,79,2380,,1678,AVERAGE,4028,4453,85,3,3,3,https://speedcom.vn/wp-content/uploads/2023/05/dota-2-su-thi-moba-221728-29-04-2020-0.jpg,0,800,450,1.78,0,0,2,0,0,0,0,0,False,IMAGES_BROKEN,CLS_LAYOUT_RISK,IMAGES_BROKEN|CLS_LAYOUT_RISK,
95,P2,182.5,CONTENT,1002802198,Dịch vụ IT Trọn Gói – Sintech,https://sintech.vn/blogs/huong-dan/dich-vu-it-tron-goi-sintech,review_required,False,0,0,0,40,12587,1.064,209,3360,74,2370,,1678,AVERAGE,6339,65404,353,4,0,0,https://cdn.hstatic.net/200000860097/file/tieu_de_a6c16c4365bd40d9a7d005d7fd19ba9c_grande.png,246576,,,,1432175,4,3,2,0,0,0,5,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
96,P2,181.1,IMAGE,1002583958,AMD Thách Thức NVIDIA Grace & Intel Granite Rapids Với EPYC Thế Hệ 5 Hiệu Suất Vượt Trội,https://sintech.vn/blogs/news/amd-thach-thuc-nvidia-grace-intel-granite-rapids-voi-epyc-the-he-5-h,draft_ready,False,0,2,0,50,14738,0.1238,190,8471,77,2641,,1678,AVERAGE,4133,4900,87,2,1,0,https://cdn.wccftech.com/wp-content/uploads/2024/07/AMD-EPYC-vs-NVIDIA-Grace-Superchip-CPU-Datacenter-Performance.jpg,691618,,,,721299,2,1,1,0,0,0,0,False,HERO_IMAGE_TOO_HEAVY,CLS_LAYOUT_RISK,HERO_IMAGE_TOO_HEAVY|CLS_LAYOUT_RISK,
97,P2,180.0,CONTENT,1002807631,Có Nên Dùng Đế Tản Nhiệt Cho Laptop Gaming Không?,https://sintech.vn/blogs/huong-dan/co-nen-dung-de-tan-nhiet-cho-laptop-gaming-khong,draft_ready,False,0,2,0,40,13283,0.6543,236,3360,78,2402,,1678,AVERAGE,4720,45306,824,3,0,0,https://cdn.hstatic.net/200000860097/file/12_bbb0b98e3a494c1ba1837b284758fa4a_grande.png,195653,,,,636034,3,2,0,0,0,0,0,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|CLS_LAYOUT_RISK,
98,P2,179.7,IMAGE,1002601908,Intel Ra Mắt Tiến Trình 18A: Bước Đột Phá Cho Bộ Phận Foundry Trong Cuộc Đua Công Nghệ!,https://sintech.vn/blogs/news/intel-ra-mat-tien-trinh-18a-buoc-dot-pha-cho-bo-phan-foundry-trong-cu,draft_ready,False,0,0,0,54,16816,0.202,232,3361,80,1161,22,1678,AVERAGE,3951,3398,17,3,2,0,https://cdn.wccftech.com/wp-content/uploads/2025/04/Gnd03V6WQAAiHdU-scaled.jpg,660030,,,,1018034,3,2,1,0,0,0,0,False,HERO_IMAGE_TOO_HEAVY,IMAGES_MISSING_DIMENSIONS,HERO_IMAGE_TOO_HEAVY|IMAGES_MISSING_DIMENSIONS|CLS_LAYOUT_RISK,unused-javascript
99,P2,178.5,IMAGE,1002817045,Laptop vỏ nhựa hay kim loại – chọn sao cho đúng nhu cầu?,https://sintech.vn/blogs/huong-dan/laptop-vo-nhua-hay-kim-loai-chon-sao-cho-dung-nhu-cau,draft_ready,False,0,0,0,48,13819,0.1719,96,8461,78,2339,,1678,AVERAGE,4521,51731,946,5,0,0,https://cdn.hstatic.net/200000860097/file/1_a1ae7f3a276c47f8a27f278d4e3241d1_grande.png,301339,,,,1271675,5,4,2,0,0,0,1,True,HERO_IMAGE_TOO_HEAVY,BODY_HTML_LEGACY,HERO_IMAGE_TOO_HEAVY|BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
100,P2,177.2,CONTENT,1002411136,Tại sao vệ sinh PC định kỳ là rất quan trọng?,https://sintech.vn/blogs/news/bang-ma-loi-mainboard-huananzhi-x99-x79,draft_ready,False,0,1,0,38,12903,1.0432,278,3367,78,2509,,1678,AVERAGE,9868,36712,615,0,0,0,,0,,,,0,0,0,0,0,0,0,4,True,BODY_HTML_LEGACY,CLS_LAYOUT_RISK,BODY_HTML_LEGACY|CLS_LAYOUT_RISK,
101,P2,176.9,CONTENT,1002694321,So sánh các AI: Grok “xuất sắc bất ngờ” nhưng Chat GPT vẫn là “trùm cuối”,https://sintech.vn/blogs/news/so-sanh-cac-ai-grok-xuat-sac-bat-ngo-nhung-chat-gpt-van-la-trum-cu,draft_ready,False,0,2,0,46,14219,0.1422,643,3400,72,2686,76,1678,AVERAGE,3900,11631,197,1,1,0,https://www.notebookcheck.net/fileadmin/_processed_/9/9/csm_Gemini_b6d5798b70.png,53165,,,,53165,1,0,0,0,0,0,0,True,BODY_HTML_LEGACY,CLS_LAYOUT_RISK,BODY_HTML_LEGACY|CLS_LAYOUT_RISK,unused-javascript
102,P2,176.2,CONTENT,1002411121,Windows 12: Hệ điều hành mới nhất của Microsoft có gì hấp dẫn?,https://sintech.vn/blogs/news/windows-12-he-dieu-hanh-moi-nhat-cua-microsoft-co-gi-hap-dan,draft_ready,False,0,1,0,42,13719,0.5446,224,3359,72,2779,,1678,AVERAGE,5527,12075,80,6,6,0,https://bizweb.dktcdn.net/100/329/122/files/windows-12-duoc-du-doan-ra-mat-vao-cuoi-nam-2024.webp?v=1719808197507,102158,,,,936000,6,5,0,0,0,0,0,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
103,P2,175.9,CONTENT,1002787019,Build PC Gaming Giá 10–25 Triệu Tại Quận 7 – Sintech: Ưu Đãi & Dịch Vụ Tận Tâm,https://sintech.vn/blogs/huong-dan/build-pc-gaming-gia-10-25-trieu-tai-quan-7-sintech-uu-dai-dich-vu,draft_ready,False,0,0,0,36,12828,0.6692,386,3366,82,2404,,1678,AVERAGE,4263,46848,874,5,0,0,https://cdn.hstatic.net/200000860097/file/tieu_de_5c8b100845ad48a1be2bf7c2c5468ac5_grande.png,178094,,,,850523,5,4,0,0,0,0,1,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
104,P2,175.6,CONTENT,1002408539,VRAM là gì? Bao nhiêu GB VRAM là đủ dùng? Phân biệt giữa VRAM và RAM bạn nên biết,https://sintech.vn/blogs/news/vram-la-gi-bao-nhieu-gb-vram-la-du-dung-phan-biet-giua-vram-va-ram-b,draft_ready,False,0,0,0,39,13512,0.7591,250,3374,80,2503,,1678,AVERAGE,4745,9657,108,10,10,0,https://bizweb.dktcdn.net/100/329/122/files/tim-hieu-vram-la-gi-jpeg.jpg?v=1668678674346,26824,,,,289205,10,9,0,0,0,0,0,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
105,P2,173.1,CONTENT,1002760491,CPU for Programming & Đồ Hoạ: Vì sao Intel i5/i7/i9 là lựa chọn hàng đầu cho Adobe?,https://sintech.vn/blogs/huong-dan/cpu-for-programming-do-hoa-vi-sao-intel-i5-i7-i9-la-lua-chon-hang-d,draft_ready,False,0,0,0,40,13279,0.5644,268,3367,83,2359,,1678,AVERAGE,4151,31293,514,5,0,0,https://cdn.hstatic.net/200000860097/file/1_0c4eda19527848058255d699dd4d3f1c_grande.png,175449,,,,916459,5,4,0,0,0,0,1,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
106,P2,173.1,CONTENT,1002788933,Có Nên Cắm Sạc Laptop Khi Không Sử Dụng? Giải Đáp Chi Tiết Nhất 2025,https://sintech.vn/blogs/huong-dan/co-nen-cam-sac-laptop-khi-khong-su-dung-giai-dap-chi-tiet-nhat-2025,draft_ready,False,0,0,0,40,13282,0.719,226,3361,81,2363,,1678,AVERAGE,4714,40478,723,3,0,0,https://cdn.hstatic.net/200000860097/file/tieu_de_bbb0bdf953464c0e9764a723de8a1600_grande.png,198007,,,,729030,3,2,0,0,0,0,1,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|CLS_LAYOUT_RISK,
107,P2,172.2,CONTENT,1002734197,AI Overviews – Khi Google làm thay đổi luật chơi SEO,https://sintech.vn/blogs/news/ai-overviews-khi-google-lam-thay-doi-luat-choi-seo,draft_ready,False,0,1,0,52,15475,0.1076,160,8464,65,2852,,1678,AVERAGE,4759,20403,265,4,3,0,https://i1-vnexpress.vnecdn.net/2025/07/25/DSC02497-JPG-1753430924-1611-1753431031.jpg?w=680&h=0&q=100&dpr=1&fit=crop&s=6ZfRnm2aLooNmDjHZJDSNQ,294344,,,,897899,4,3,0,0,0,0,0,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
108,P2,171.6,IMAGE,1002810140,Cách Nhận Biết Video Được Tạo Bởi AI – Và Cách Tự Kiểm Tra Thật Giả Mà Không Cần Công Cụ Chuyên Sâu,https://sintech.vn/blogs/huong-dan/cach-nhan-biet-video-duoc-tao-boi-ai-va-cach-tu-kiem-tra-that-gia-ma,draft_ready,False,0,0,0,39,8995,0.8207,255,3361,75,2337,,1678,AVERAGE,5077,54520,976,6,0,0,https://cdn.hstatic.net/200000860097/file/1_b0813edb3cc1428ca25388449908ea9b_grande.png,435246,,,,2004844,6,5,3,0,0,0,0,True,HERO_IMAGE_TOO_HEAVY,INLINE_IMAGES_TOO_HEAVY,HERO_IMAGE_TOO_HEAVY|INLINE_IMAGES_TOO_HEAVY|BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
109,P2,170.4,IMAGE,1002711258,Telegram ra mắt ví tiền điện tử tại Mỹ trong khi ở Việt Nam còn nhiều hạn chế,https://sintech.vn/blogs/news/telegram-ra-mat-vi-tien-dien-tu-tai-my,draft_ready,False,0,1,0,55,12135,0.2033,190,3356,80,2740,,1678,AVERAGE,4047,12043,174,3,2,1,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1434/https://s3.cointelegraph.com/uploads/2025-07/01982d05-4c9d-71c1-8aa3-1e715c1d9558",370780,,,,587361,3,2,1,0,0,0,0,True,IMAGES_BROKEN,HERO_IMAGE_TOO_HEAVY,IMAGES_BROKEN|HERO_IMAGE_TOO_HEAVY|BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|CLS_LAYOUT_RISK,
110,P2,169.7,CONTENT,1002404303,Sự khác nhau ổ cứng SSD và HDD,https://sintech.vn/blogs/news/su-khac-nhau-o-cung-ssd-va-hdd,draft_ready,False,0,2,0,53,14624,0.1057,465,3368,81,1973,,1678,AVERAGE,4475,8611,137,5,5,0,https://cdn.tgdd.vn/Files/2019/10/05/1205008/so-sanh-o-cung-ssd-va--1.jpg,143217,,,,899084,5,4,0,0,0,0,1,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
111,P2,169.4,IMAGE,1002594009,"Dòng APU AMD Gorgon Point ""Ryzen AI"" Lộ Diện: Xung Nhịp Cao Hơn, NPU Trên 55 TOPS – Ryzen AI MAX ""Medusa/Zen 6"" Được Xác Nhận",https://sintech.vn/blogs/news/dong-apu-amd-gorgon-point-ryzen-ai-lo-dien-xung-nhip-cao-hon-npu-t,draft_ready,False,0,0,0,55,15079,0.1876,238,3368,97,1088,,1678,AVERAGE,4224,7956,179,4,4,0,https://cdn.wccftech.com/wp-content/uploads/2024/08/AMD-Strix-Point-APUs-Fire-Range-CPUs-For-Ryzen-Mobility-Platforms-With-Zen-5-Core-Architecture-_2.jpg,330144,,,,753154,4,3,1,0,0,0,1,True,HERO_IMAGE_TOO_HEAVY,BODY_HTML_LEGACY,HERO_IMAGE_TOO_HEAVY|BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
112,P2,169.2,CONTENT,1002773929,Chọn màn hình PC cho lập trình & UI/UX (2025): Hướng dẫn chi tiết từ A–Z,https://sintech.vn/blogs/huong-dan/chon-man-hinh-pc-cho-lap-trinh-ui-ux-2025-huong-dan-chi-tiet-tu-a,draft_ready,False,0,0,0,40,12546,0.7258,241,3356,82,2325,,1678,AVERAGE,4382,41391,731,1,0,0,https://cdn.hstatic.net/200000860097/file/tieu_de_300245fcea9249719beba90934ca412c_grande.png,280507,,,,280507,1,0,0,0,0,0,1,True,BODY_HTML_LEGACY,CLS_LAYOUT_RISK,BODY_HTML_LEGACY|CLS_LAYOUT_RISK,
113,P2,168.8,CONTENT,1002497829,Thông Số Intel Arc B570 GPU Rò Rỉ Thông Tin: Sức Mạnh Card Tầm Trung Được Hé Lộ,https://sintech.vn/blogs/news/thong-so-intel-arc-b570-gpu-ro-ri-thong-tin-suc-manh-card-tam-trung-d,draft_ready,False,0,1,0,44,12819,0.4206,232,3359,71,2673,,1678,AVERAGE,3940,3547,39,4,0,0,https://file.hstatic.net/200000860097/file/image_2024-12-02_140407360_e6ec33e2df0a4119a0725ac327fd332a_1024x1024.png,202105,,,,678875,4,3,0,0,0,0,0,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
114,P2,168.4,CONTENT,1002708558,Balo AirPods? Bravest Studios ra mắt AirPack – món đồ “gây lú” nhất mùa hè 2025,https://sintech.vn/blogs/news/balo-airpods-bravest-studios-ra-mat-airpack-mon-do-gay-lu-nhat,draft_ready,False,0,2,0,50,13638,0.1522,90,8463,65,2568,,1678,AVERAGE,3941,12145,187,3,3,0,https://www.yankodesign.com/images/design_news/2025/07/auto-draft/bravest_aircase_backpack_1.jpg,192647,,,,488098,3,2,0,0,0,0,0,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|CLS_LAYOUT_RISK,
115,P2,168.3,IMAGE,1002420464,Ghế công thái học và ghế Gaming: Đâu là lựa chọn tốt nhất?,https://sintech.vn/blogs/news/ghe-cong-thai-hoc-va-ghe-gaming-dau-la-lua-chon-tot-nhat,draft_ready,False,0,0,0,53,13119,0.1865,258,3360,79,2461,,1678,AVERAGE,4748,9090,157,6,6,1,https://smafurniture.com/wp-content/uploads/2023/12/ghe-cong-thai-hoc-va-ghe-gaming-dau-la-su-lua-chon-phu-hop-4.webp,84402,1536,1152,1.33,726492,0,5,0,0,0,0,1,False,IMAGES_BROKEN,IMAGES_MISSING_LAZYLOAD,IMAGES_BROKEN|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
